imdbId,Imdb Link,Title,IMDB Score,Genre,Poster
196931,http://www.imdb.com/title/tt196931,Scooby-Doo and the Witch's Ghost (1999),7.2,Animation|Comedy|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzNzg5MDY5Nl5BMl5BanBnXkFtZTcwNjAxNzUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
197042,http://www.imdb.com/title/tt197042,Tis kakomoiras (1963),8.8,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzMyZDU0ZjQtMjFhNS00MGYzLWFkNTAtMmU2NWM0NGJiYzBjXkEyXkFqcGdeQXVyMjA2OTQyODc@._V1_UY268_CR85,0,182,268_AL_.jpg"
197096,http://www.imdb.com/title/tt197096,What's Cooking? (2000),7.1,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMTc2NjA3OV5BMl5BanBnXkFtZTcwMDk1NTc0MQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
197154,http://www.imdb.com/title/tt197154,Gormenghast,7.6,Adventure|Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNjczMDIzMV5BMl5BanBnXkFtZTcwOTA2ODI0MQ@@._V1_UY268_CR6,0,182,268_AL_.jpg"
197213,http://www.imdb.com/title/tt197213,Adorenarin doraibu (1999),7.1,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMjA2NDU3N15BMl5BanBnXkFtZTcwOTM0NDkxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
197230,http://www.imdb.com/title/tt197230,An American Tail: The Mystery of the Night Monster (1999),6.2,Animation|Adventure|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwMzYxMzY2Nl5BMl5BanBnXkFtZTcwNjQ0NjQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
197256,http://www.imdb.com/title/tt197256,The Atrocity Exhibition (2000),5.7,Drama|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2Njc5Mjc3NF5BMl5BanBnXkFtZTcwMDIwODQ5MQ@@._V1_UY268_CR8,0,182,268_AL_.jpg"
197273,http://www.imdb.com/title/tt197273,Bartok the Magnificent (1999),6.2,Animation|Adventure|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MTkwNzY4MV5BMl5BanBnXkFtZTcwNTk1NDcxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
197384,http://www.imdb.com/title/tt197384,Crime + Punishment in Suburbia (2000),5.9,Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDA3NTgwOTEyN15BMl5BanBnXkFtZTcwNDQyOTQyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
197467,http://www.imdb.com/title/tt197467,The First Snow of Winter (1998),7.3,Family|Animation|Short,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MDI2MTA5OV5BMl5BanBnXkFtZTcwODQzMTcyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
197521,http://www.imdb.com/title/tt197521,"Godzilla, King of the Monsters! (1956)",6.7,Action|Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDA4MTk2NDIzNV5BMl5BanBnXkFtZTgwODA2MDMzMjE@._V1_UY268_CR8,0,182,268_AL_.jpg"
197544,http://www.imdb.com/title/tt197544,Hellhounds on My Trail: The Afterlife of Robert Johnson (2000),7.3,Documentary|Biography|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxNDM3NjYxOV5BMl5BanBnXkFtZTcwMTMzNzUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
